,id,sentences
8304,8304,!hug 11-09-20sUser168
8305,8305,.ACTION watches 11-09-20sUser89 hug the stuffin' outta 11-09-20sUser168....
8306,8306,callifornia here but im in hawaii
8307,8307,!kiss 11-09-20sUser168
8308,8308,.ACTION watches 11-09-20sUser89 kiss 11-09-20sUser168's big toe..
8309,8309,@$$  right  
8310,8310,yes 11-09-20sUser34 If I dont know the answers I will make one up
8311,8311,HELLO PEOPLE
8312,8312,!seduce 11-09-20sUser168
8313,8313,PART
8314,8314,cool
8315,8315,i am going to hawaii tommorrow
8316,8316,PART
8317,8317,JOIN
8318,8318,awesome 11-09-20sUser40
8319,8319,JOIN
8320,8320,hi 11-09-20sUser170
8321,8321,whats up guys
8322,8322,PART
8323,8323,PART
8324,8324,PART
8325,8325,question number 1: do you like to play with Dolls
8326,8326,awesomes! which island?
8327,8327, HELLO ROOM
8328,8328,not much u 11-09-20sUser170
8329,8329,JOIN
8330,8330,the moon is up
8331,8331,JOIN
8332,8332,only blowup dolls
8333,8333,JOIN
8334,8334,nice pick up 11-09-20sUser156 i've been wondering that when he/she first came in
8335,8335,lol 11-09-20sUser156
8336,8336,what r u guys doing 
8337,8337,hi guts
8338,8338,chatting
8339,8339,guys
8340,8340,not bay ones 11-09-20sUser156
8341,8341,lol
8342,8342,hey 11-09-20sUser175
8343,8343,chattingsmoking
8344,8344,Oy! I'm so hungry!
8345,8345,baby*
8346,8346,no 11-09-20sUser34
8347,8347,flirting
8348,8348,PART
8349,8349,downloading
8350,8350,ok
8351,8351,Let's try this again one more guy pms me and is a jerk or pervert u are getting ignored period. ok don't like it then don't pm me
8352,8352,hi 11-09-20sUser156
8353,8353,feeds 11-09-20sUser144
8354,8354,!smooch 11-09-20sUser89
8355,8355,".ACTION walks up to 11-09-20sUser89, runs their fingers thru the back of 11-09-20sUser89's hair, closes their eyes, and gently kisses 11-09-20sUser89 on the neck, Compliments of 11-09-20sUser168!."
8356,8356,drinking beer b4 heading out
8357,8357,JOIN
8358,8358,o0
8359,8359,Thanks 11-09-20sUser156 baby!
8360,8360,11-09-20sUser156 question number 2: am i annoying you yet?
8361,8361,PART
8362,8362,;)
8363,8363,JOIN
8364,8364,PART
8365,8365,i love being kissed on my neck
8366,8366,no youre not 11-09-20sUser34
8367,8367,JOIN
8368,8368,do  your boobs  hang  low  do they  
8369,8369,anytime 11-09-20sUser144
8370,8370,PART
8371,8371,(__I__) just for you 11-09-20sUser89
8372,8372,o0
8373,8373,.ACTION watches CSI.
8374,8374,JOIN
8375,8375,11-09-20sUser175 is pretty
8376,8376,11-09-20sUser168 flashed me
8377,8377,which island are u headed to 11-09-20sUser40?
8378,8378,ok question number 3 ..How big is yr dik?  lol not really...... ar you married 
8379,8379,( o Y o )
8380,8380,no divorced and it is small
8381,8381,lol
8382,8382,again for you 11-09-20sUser89
8383,8383,double o0
8384,8384,0o
8385,8385,0o
8386,8386,woohoo 11-09-20sUser168 nice
8387,8387,.ACTION takes a bow.
8388,8388,aloha to all!
8389,8389,11-09-20sUser156 ..question number 4: do you give up
8390,8390,!seen cool1024
8391,8391,I've never seen: cool1024.
8392,8392,any girls wanna chat PM me
8393,8393,anybody here know how to play heartbreaker on the electric guitar?
8394,8394,*breaks out a case up rum soaked pineapples*
8395,8395,this morning when i was going to work i heard that my boss died so went in to work and told my coworkers that he died in a car wrek and nobody belive me 
8396,8396,".ACTION applaudes whilst shouting ''encore, encore''."
8397,8397,yes I give p I told you I suck at guessing
8398,8398,hi all
8399,8399,i told you sucking is a goodthing
8400,8400,PART
8401,8401,haha
8402,8402,lol
8403,8403,lol
8404,8404,mornign people
8405,8405,11-09-20sUser34 you dirrrrty girl
8406,8406,JOIN
8407,8407,morning 11-09-20sUser87
8408,8408,innit?
8409,8409,NICK :11-09-20sUser87
8410,8410,mornin 11-09-20sUser87 but its night
8411,8411,lol
8412,8412,aloha 11-09-20sUser87
8413,8413,PART
8414,8414,morning 11-09-20sUser87
8415,8415,pfft i just got up .. its morning
8416,8416,yes it night!!!!
8417,8417,aloha
8418,8418,morning
8419,8419,ciao
8420,8420,hello eskimo woman
8421,8421,whatever else it is to you people
8422,8422,lol im not eskimo
8423,8423,Lol 11-09-20sUser87
8424,8424,lol
8425,8425,ANY ONE WANNA CHAT WITH A 23 FEMALE FROM VIRGINIA IM SINGLEEEEEEEE
8426,8426,cold tho
8427,8427,i know but i just get a cheap thrill from teasing
8428,8428,still morning here so morning 11-09-20sUser87!!
8429,8429,duh
8430,8430,JOIN
8431,8431,.wz 99703
8432,8432," .Fort Wainwright, Alaska. -- 3.  2:55 PM AKST"
8433,8433, .Temp.  -6F/-21C    .Humidity:. 85%    
8434,8434,morning
8435,8435,gotta get my kicks where i can
8436,8436,aloha 11-09-20sUser12
8437,8437,wow it got warm
8438,8438,soory
8439,8439,hi 11-09-20sUser12
8440,8440,PART
8441,8441,i know 11-09-20sUser89
8442,8442,it got warm?
8443,8443,.ACTION kicks 11-09-20sUser89 there you go sweet heart.
8444,8444,ok
8445,8445,.wz 92129
8446,8446," .San Diego, California. -- 4.  4:03 PM PST"
8447,8447, .Temp. 73%    
8448,8448,-17 is warm???
8449,8449,lol
8450,8450,h 11-09-40sUser17
8451,8451,11-09-40sUser4.. ya need some root b gone or something?
8452,8452,11-09-40sUser11
8453,8453,hi 11-09-40sUser3
8454,8454,had mine declawed and fixed at the same time......poor cat didn't move for a month
8455,8455,root b gone?
8456,8456,awwwwww
8457,8457,would never declaw a cat
8458,8458,poor thing
8459,8459,what am I missing 11-09-40sUser18?
8460,8460,PART
8461,8461,hiy 11-09-40sUser17
8462,8462,".ACTION is fixed, but still have my claws."
8463,8463,11-09-40sUser18 .. or 11-09-40sUser18?
8464,8464,t/c all  laters
8465,8465,hi 11-09-40sUser19:)
8466,8466,if the cat was strickly indoor .. i think I would 
8467,8467,hey......she never goes outside
8468,8468,lol 11-09-40sUser8
8469,8469,JOIN
8470,8470,you wear them long 11-09-40sUser8?
8471,8471,PART
8472,8472,"mine has his claws, we have foxes here once in a while!"
8473,8473,hi all 
8474,8474,hi 11-09-40sUser32
8475,8475,sowwy 11-09-40sUser4.. i dont remember now
8476,8476,she's scared to death to go out
8477,8477,hi 11-09-40sUser11
8478,8478,(((((11-09-40sUser32))))) hiya
8479,8479,keep them sharp on the furniture 11-09-40sUser19 ;)
8480,8480,11-09-40sUser18 hi
8481,8481,i would b too 11-09-40sUser22
8482,8482,sleeps under my covers
8483,8483,but not when I'm there....lol
8484,8484,but seeing as i have all my claws.. i go where i wanna
8485,8485,PART
8486,8486,11-09-40sUser18!!!!!!!!!!!!!!!!!!!!!!!!!!!!   well thanks a lot ... Now you've given me a complex
8487,8487,hah 11-09-40sUser18
8488,8488,hmmm 11-09-40sUser22
8489,8489,hmmmmmmmmmm
8490,8490,lol 11-09-40sUser18
8491,8491,hahahaa 11-09-40sUser18
8492,8492,"well i tried to scroll, 11-09-40sUser4.. sorry"
8493,8493,PART
8494,8494,11-09-40sUser0
8495,8495,<makes note ... 11-09-40sUser18 has all her claws>
8496,8496,oh
8497,8497,11-09-40sUser18.....that could either be scary or a heck of a lot of fun ;)
8498,8498,winks 11-09-40sUser30
8499,8499,noted 11-09-40sUser30 heheh
8500,8500,ya think 11-09-40sUser22???
8501,8501,PART
8502,8502,heck yes
8503,8503,giggles
8504,8504,lol
8505,8505,PART
8506,8506,scrollin' ....scrollin'.....scrollin'................keep them words a rollin'........................CHATHIDE!!!!!!!!!!!!!!!!!!!!!!
8507,8507,ahhh// pain pills r working
8508,8508,as if you didn't know
8509,8509,laffs
8510,8510,lmao 11-09-40sUser18
8511,8511,hahaha 11-09-40sUser4
8512,8512,JOIN
8513,8513,JOIN
8514,8514,wb 11-09-40sUser7
8515,8515,wb 11-09-40sUser7
8516,8516,wb 11-09-40sUser7
8517,8517,wb 11-09-40sUser7
8518,8518,11-09-40sUser33
8519,8519,hiya 11-09-40sUser33
8520,8520,wb 11-09-40sUser7
8521,8521,hi 11-09-40sUser33
8522,8522,.ACTION lets cat chat .
8523,8523,hi 11-09-40sUser19
8524,8524,good for a laugh eh 11-09-40sUser18:)
8525,8525,hi ya 11-09-40sUser33
8526,8526,hey 11-09-40sUser18
8527,8527,brb .. need a pop
8528,8528,PART
8529,8529,cuteness back
8530,8530,"thanks , 11-09-40sUser19 , 11-09-40sUser18 , 11-09-40sUser30 , 11-09-40sUser11  ..  Hi 11-09-40sUser33  !"
8531,8531,hiya 11-09-40sUser22 yoder
8532,8532,hey 11-09-40sUser11
8533,8533,lol
8534,8534,hiya 11-09-40sUser7
8535,8535,wb 11-09-40sUser7 darlin
8536,8536,hi 11-09-40sUser8
8537,8537,thanks 11-09-40sUser8 
8538,8538,I should change my name
8539,8539,hiya 11-09-40sUser33
8540,8540,has to color her hair tomorrow.. meant to do it today
8541,8541,"it was cute..BUT now I got that tune""rolling rolling rolling....stuck in my head...sigh"
8542,8542,brb
8543,8543,what color 11-09-40sUser18?
8544,8544,PART
8545,8545,hb 11-09-40sUser4
8546,8546,JOIN
8547,8547,"light golden brown, 11-09-40sUser22"
8548,8548,Hi 11-09-40sUser34 
8549,8549,11-09-40sUser34
8550,8550,would like to git a purple color weave
8551,8551,hi 11-09-40sUser34
8552,8552,mmmmmmmmmm
8553,8553,hiya 11-09-40sUser34
8554,8554,hiya 11-09-40sUser34
8555,8555,.ACTION pictures the blues brothers behind that chicken wire screen.
8556,8556,(((((((((( 11-09-40sUser34 )))))))))))))
8557,8557,Hi 11-09-40sUser7.........how are you????
8558,8558,hi 11-09-40sUser33
8559,8559,back
8560,8560,Hi 11-09-40sUser19
8561,8561,11-09-40sUser34  ok here .. how have  you been ?
8562,8562,Hi 11-09-40sUser11
8563,8563,<burp>
8564,8564,hiya 11-09-40sUser34
8565,8565,oops
8566,8566,Hi 11-09-40sUser33
8567,8567,hey 11-09-40sUser15
8568,8568,scusezzy 11-09-40sUser30?
8569,8569,would give 5 dollars for just 5 min inside 11-09-40sUser8s mind
8570,8570,11-09-40sUser18....is that the natural color?
8571,8571,wb 11-09-40sUser30
8572,8572,yes 11-09-40sUser22
8573,8573,lmao 11-09-40sUser18
8574,8574,lol
8575,8575,doing ok 11-09-40sUser7.....ty good to see you 
8576,8576,snow outside and cold soda inside .. what's wrong with this picture?
8577,8577,winks 11-09-40sUser8
8578,8578,you too 11-09-40sUser34  :-)
8579,8579,minus the gray?
8580,8580,ducking
8581,8581,Hi 11-09-40sUser34
8582,8582,Hi 11-09-40sUser31
8583,8583,"omg 11-09-40sUser18, laughing my ass off here"
8584,8584,Hi 11-09-40sUser33
8585,8585,"tlak bout an Eticket ride, 11-09-40sUser8"
8586,8586,.ACTION hands 11-09-40sUser30 some hot chocolate.
8587,8587,Hi 11-09-40sUser31
8588,8588,giggles
8589,8589,hehehehe
8590,8590,Hi ((((((((11-09-40sUser18))))))))
8591,8591,hey 11-09-40sUser30
8592,8592,Hi 11-09-40sUser8
8593,8593,some people dont realize what they say and how it affects others
8594,8594,t/y 11-09-40sUser7 :-) 
8595,8595,JOIN
8596,8596,11-09-40sUser35
8597,8597,Hi 11-09-40sUser35 
8598,8598,uh oh
8599,8599,ahem .. 11-09-40sUser34?
8600,8600,Hi 11-09-40sUser30
8601,8601,hiya 11-09-40sUser35.. ltnc
8602,8602,hi ya 11-09-40sUser35
8603,8603,:)
8604,8604,hi 11-09-40sUser35
8605,8605,im just glad mothers day is over with today
8606,8606,hi 11-09-40sUser19
8607,8607,hi 11-09-40sUser7
8608,8608,11-09-40sUser19!!
8609,8609,h 11-09-40sUser18
8610,8610,.ACTION doesnt take comments in chat too seriously .
8611,8611,"today, 11-09-40sUser31?"
8612,8612,11-09-40sUser30!!!!!!!!!!!!!!!!!!!!!!
8613,8613,hi 11-09-40sUser11
8614,8614,lol
8615,8615,11-09-40sUser35.. im 11-09-40sUser18 wasMsUtah
8616,8616,hi 11-09-40sUser33
8617,8617,PART
8618,8618,JOIN
8619,8619,11-09-40sUser30 11-09-40sUser30 11-09-40sUser30 of the jungle
8620,8620,yes 11-09-40sUser30?????
8621,8621,yep..today is my payday...and thats mothers day..this mother gets this ..that mother gets that and all the other mothers get the rest
8622,8622,I thought all those k's would result in a ###
8623,8623,PART
8624,8624,JOIN
8625,8625,s'ok 11-09-40sUser22.. winks
8626,8626,haha 11-09-40sUser31 
8627,8627,omg 11-09-40sUser31.......you have a list of mothas
8628,8628,!Whisper
8629,8629,.ACTION Whispering Reminder: First ask in the room before whispering a chatter - unless the person has already ok'd the PM ~ Thanks..
8630,8630,just sayn hello 11-09-40sUser34
8631,8631,whewwwwww......thought I was going to the corner
8632,8632,PART
8633,8633,sure do...lol
8634,8634,laffs at 11-09-40sUser31
8635,8635,"yep chattin outta be fun ,some folks take it too seriously 11-09-40sUser7"
8636,8636,oh sorry 11-09-40sUser30......Hi.......how are u?????
8637,8637,Hi 11-09-40sUser33
8638,8638,would you take a dirty sock seriously here 11-09-40sUser7?
8639,8639,11-09-40sUser33  yep ..
8640,8640,hey 11-09-40sUser34
8641,8641,nevah evah would i take this serious
8642,8642,I am cold but good thanks .. how are you?
8643,8643,i about wrecked the bike this afternoon..was coming down the hill went to stop and hit an oil slick
8644,8644,PART
8645,8645,.ACTION looks at 11-09-40sUser3 .
8646,8646,omg 11-09-40sUser31
8647,8647,i bet its cold where 11-09-40sUser34 is
8648,8648,yeah...i was doing the aligator walk believe that
8649,8649,is it crusty too ?
8650,8650,??
8651,8651,.ACTION tosses 11-09-40sUser7 one his sox*.
8652,8652,lol
8653,8653,only place i wanna c crust is on a pie
8654,8654,"omg whats crusty 11-09-40sUser7, lol"
8655,8655,minus a lot here ... and snowy
8656,8656,pie 11-09-40sUser18?
8657,8657,lol
8658,8658,11-09-40sUser19  the sock ..
8659,8659,lol
8660,8660,ohwa. lol
8661,8661,"pumpkin, 11-09-40sUser19"
8662,8662,ewwww caca
8663,8663,you know .. men and their  crusty socks 
8664,8664,JOIN
8665,8665,dont know any 11-09-40sUser7.. tyvm
8666,8666,hi 11-09-40sUser37
8667,8667,hi ya 11-09-40sUser37
8668,8668,oh and underwear
8669,8669,11-09-40sUser37
8670,8670,mines not crusty...but they do stans on their own
8671,8671,11-09-40sUser7....only when we wear them for a week at a time
8672,8672,hi 11-09-40sUser11 
8673,8673,stand
8674,8674,lol 11-09-40sUser18 
8675,8675,hi 11-09-40sUser18
8676,8676,lol 
8677,8677,hey 11-09-40sUser33
8678,8678,crusty da clown
8679,8679,.ACTION wears white socks ... and I change them every day whether or not they need changing.
8680,8680,luvs pumpkin pie with whuuped cream
8681,8681,mmmmmm 11-09-40sUser18
8682,8682,man i havent had pumpkin pie in a long time
8683,8683,i want some
8684,8684,11-09-40sUser18......have you had pumpkin ice cream?
8685,8685,mmmmmmmmmm 11-09-40sUser18 with whipped creme?
8686,8686,legpain
8687,8687,.ACTION like wuuppin cream.
8688,8688,I used to make pumpkin bagels
8689,8689,PART
8690,8690,no 11-09-40sUser22.. figure i dont need to learn any new items to love
8691,8691,omg 11-09-40sUser30 yummy
8692,8692,lol
8693,8693,they were yummy
8694,8694,yep.. whupped 11-09-40sUser8
8695,8695,PART
8696,8696,I have a basket of socks .. you know the missing sock 
8697,8697,lol
8698,8698, the dreaded missing sock basket
8699,8699,i might  have yours 11-09-40sUser7..i always have extras
8700,8700,haven't been buying pumpkins recently .. too much prep after halloween is done
8701,8701,when youve given up  hope and toss the one sock . the other always appears
8702,8702,"when i find an ""estra"" sock.. the cat or dog gets it as a toy"
8703,8703,11-09-40sUser7.....send them here....I'll wear them
8704,8704,JOIN
8705,8705,lol 11-09-40sUser31  
8706,8706,hell..i just found out about that Downy ball...
8707,8707,maybe I could make some from canned pumpkin
8708,8708,what an invention
8709,8709,um
8710,8710,lol 11-09-40sUser31
8711,8711,my husband asked .. how does that happen .. 2 go in the wash .. one comes out of the dryer .....
8712,8712,JOIN
8713,8713,laffs 11-09-40sUser31
8714,8714,now i'm hungry
8715,8715,I will e-mail you a pumpkin bagel 11-09-40sUser19
8716,8716,dont know how it works..but it does
8717,8717,lol
8718,8718,hate to tell y'all how long its been since i used fabric softener
8719,8719,PART
8720,8720,.ACTION wonders if they sell the mising socks @ pet stores.
8721,8721,laundry trolls steal them 11-09-40sUser7
8722,8722,anyone from cnnecticut!?
8723,8723,11-09-40sUser8  lol yep 
8724,8724,Hi 11-09-40sUser15
8725,8725,Hi 11-09-40sUser39
8726,8726,almost 11-09-40sUser39.. u there?
8727,8727,hi 11-09-40sUser34 \
8728,8728,I am sure someone is from CT
8729,8729,fabric softner can cause rashes . and allergies 
8730,8730,you know when you do you own laundry when you go out and your back itches and you pull out a fabric sheet
8731,8731,Ct ?? huh ??? wheres that 
8732,8732,Connecticutt
8733,8733,JOIN
8734,8734,lol
8735,8735,lives closes to CT........lol
8736,8736,hi 11-09-40sUser40
8737,8737,new england usa?
8738,8738,11-09-40sUser7.. it adds wax to ur clothes.. u think cottons breathe?.. not with wax in them.. also they collect dirt then
8739,8739,sneezed my head off at that new lavendar snuggles
8740,8740,hi
8741,8741,on the border of CT in RI
8742,8742,hi 11-09-40sUser40
8743,8743,i buy the natural
8744,8744,did ya 11-09-40sUser7?
8745,8745,11-09-40sUser18  and they are bad for your  dryer   vent
8746,8746,.ACTION wears 100% cotton ... nm.
8747,8747,true 11-09-40sUser7
8748,8748,hi 11-09-40sUser21
8749,8749,tighty whiteys
8750,8750,hi 11-09-40sUser34
8751,8751,just never use fabric softener
8752,8752,have to
8753,8753,my exwife used to have me buy that femine stuff when i went to the store..never knew what flavor to get
8754,8754,specially ur towels
8755,8755,lol 11-09-40sUser31
8756,8756,<whistles>
8757,8757,11-09-40sUser34  
8758,8758,11-09-40sUser39  I live in Ct .. and no I dont want to have an affair 
8759,8759,u drank it 11-09-40sUser31??
8760,8760,spring mountain or something
8761,8761,laffs 11-09-40sUser30
8762,8762,lol 11-09-40sUser31.........flavors????????
8763,8763,haha 11-09-40sUser7
8764,8764,:-)
8765,8765,lol
8766,8766,felt like jerimiah johnson
8767,8767,lol 11-09-40sUser7
8768,8768,me/ checks out 11-09-40sUser7s pic
8769,8769,JOIN
8770,8770,PART
8771,8771,11-09-40sUser41
8772,8772,Hi 11-09-40sUser41
8773,8773,ur gettin pretty savvy there 11-09-40sUser39
8774,8774,ahhh ....bummer ;-(
8775,8775,11-09-40sUser41
8776,8776,JOIN
8777,8777,hi 11-09-40sUser41
8778,8778,HI 11-09-40sUser19 and 11-09-40sUser34
8779,8779,dyslexic 11-09-40sUser39?
8780,8780,11-09-40sUser42
8781,8781,wb 11-09-40sUser42
8782,8782,11-09-40sUser39  wait ..  how much you make a  year ?
8783,8783,JOIN
8784,8784,"like you'd have a chance 11-09-40sUser39, lol"
8785,8785,Hi 11-09-40sUser42
8786,8786,Hi 11-09-40sUser42
8787,8787,hi 11-09-40sUser43
8788,8788,LMAO 11-09-40sUser7
8789,8789,PART
8790,8790,"get the nitty gritty, 11-09-40sUser7"
8791,8791,hi 11-09-40sUser43
8792,8792,its not what you makeit is how you makeit
8793,8793,you have to make more than I can spend !
8794,8794,"well folks i think i hear the bikes coming..time to ride..take care...have a great night..talk soon..stay safe, kiss your kids and pet your dogs...later gator"
8795,8795,Bye 11-09-40sUser31  !!
8796,8796,tc 11-09-40sUser31
8797,8797,buh bye
8798,8798,PART
8799,8799,have to politely disagree with u 11-09-40sUser39 and say bull
8800,8800,is there a time limit on the making and the spending 11-09-40sUser7?
8801,8801,11-09-40sUser41 you just brightened up my life with your pic!
8802,8802,and how do you make it 11-09-40sUser39??????? lol
8803,8803,blech 11-09-40sUser39
8804,8804,dear lord my son is almost 19 and having hissy fits over xbox live 
8805,8805,11-09-40sUser30  hmm
8806,8806,JOIN
8807,8807,laffs 11-09-40sUser7
8808,8808,hi
8809,8809,oh well
8810,8810,Hi 11-09-40sUser44
8811,8811,11-09-40sUser43
8812,8812,evening 11-09-40sUser44
8813,8813,hi 11-09-40sUser44
8814,8814,men don't have hissy fits
8815,8815,nice try pal
8816,8816,caiuse I could work for 10 yrs and you spend it in a week ... see what I mean?
8817,8817,PART
8818,8818,11-09-40sUser39  .. where in Ct are you from ?
8819,8819,brb
8820,8820,11-09-40sUser30  a week .. heck a day 
8821,8821,"and ur problem there, 11-09-40sUser30???"
8822,8822,Hi 11-09-40sUser34
8823,8823,hartford so what town are we not having an affari in!??
8824,8824,11-09-40sUser39  im right near Foxwoods
8825,8825,lol 11-09-40sUser18
8826,8826,^ 11-09-40sUser7
8827,8827,"is out on the other coast, 11-09-40sUser39"
8828,8828,Hi 11-09-40sUser15
8829,8829,"if he cant get a pro 11-09-40sUser7, why bother"
8830,8830,and a real woman never asks
8831,8831,been there plenaty of times
8832,8832,same there for me 11-09-40sUser39
8833,8833,11-09-40sUser39  me too . too many 
8834,8834,11-09-40sUser7 how close are you to Indiantown Road?
8835,8835,11-09-40sUser21  very close 
8836,8836,I'll pick you up tomorrow night!
8837,8837,leave the cat home!
8838,8838,who 11-09-40sUser39??
8839,8839,11-09-40sUser39  ..   are you a high roller ?
8840,8840,My sister and b in l live there
8841,8841,man.. refrains from comenting
8842,8842,whynot!
8843,8843,PART
8844,8844,that means no
8845,8845,lol
8846,8846,JOIN
8847,8847,11-09-40sUser21  I saw a Fisher cat over that way 
8848,8848,11-09-40sUser45
8849,8849,JOIN
8850,8850,hiya 11-09-40sUser45
8851,8851,hate those things 
8852,8852,n^
8853,8853,Hi 11-09-40sUser45
8854,8854,hi 11-09-40sUser46
8855,8855,boing
8856,8856,hi 11-09-40sUser45
8857,8857,Hello 11-09-40sUser19.....11-09-40sUser18......11-09-40sUser34 :-)
8858,8858,JOIN
8859,8859,Ive seen two fishercats near here tooooooooooo
8860,8860,lol to 11-09-40sUser19
8861,8861,PART
8862,8862,11-09-40sUser47
8863,8863,hi 11-09-40sUser46
8864,8864,Hey there 11-09-40sUser15.....lol
8865,8865,hi 11-09-40sUser47
8866,8866,hey wb 11-09-40sUser47
8867,8867,what is a fishercat?
8868,8868,11-09-40sUser21  ..   I have seen 3 of them 
8869,8869,hi 11-09-40sUser19
8870,8870,I get different nic names but 11-09-40sUser45 is a first....lol
8871,8871,how long does it take for a bottle of rum to refill itself?????
8872,8872,back
8873,8873,hi 11-09-40sUser34
8874,8874,wb 11-09-40sUser30
8875,8875,Hello 11-09-40sUser30
8876,8876,dang work getting the way of chat
8877,8877,thx 11-09-40sUser15
8878,8878,11-09-40sUser22  they are like  a tazzmaniane ? devil 
8879,8879,long as it takes to go to the store 11-09-40sUser18
8880,8880,thanks 11-09-40sUser18 ... hi 11-09-40sUser45
8881,8881,hah 11-09-40sUser18
8882,8882,"fire everyone, 11-09-40sUser30"
8883,8883,fishercat is really a weasel like animal
8884,8884,chit
8885,8885,byeeeeeeeeeeeee
8886,8886,lol 11-09-40sUser22
8887,8887,JOIN
8888,8888,PART
8889,8889,is it  a land animal?
8890,8890,PART
8891,8891,PART
8892,8892,.ACTION doin da misty mountain hop arround the room.
8893,8893,well it is because I haven't fired them that I have time to chat <grin>
8894,8894,dont suppose anyone here delivers?
8895,8895,weasel......possum.....we shoot those here
8896,8896,lol back
8897,8897,JOIN
8898,8898,wb 11-09-40sUser2
8899,8899,haha 11-09-40sUser18
8900,8900,11-09-40sUser22  they  were bred special to kill the water rats  on Fishers island
8901,8901,"I would 11-09-40sUser18, but it would be Sat. evening before I could get there"
8902,8902,shrugs
8903,8903,Hi (((((((((11-09-40sUser48))))))))) sweetie
8904,8904,JOIN
8905,8905,11-09-40sUser22  they vanished for a long time .. and now they are back .....
8906,8906,drop something on your foot 11-09-40sUser15?
8907,8907,Hi 11-09-40sUser49 
8908,8908,:) evening guys
8909,8909,"sighs.. story of my life, 11-09-40sUser22"
8910,8910,JOIN
8911,8911,Hi 11-09-40sUser49
8912,8912,hi 11-09-40sUser49
8913,8913,((((((((((11-09-40sUser34))))))))))) Hi honey.....how are you?
8914,8914,what can I say ;)
8915,8915,lol 11-09-40sUser18
8916,8916,"evening 11-09-40sUser7, 11-09-40sUser34 :)"
8917,8917,Hi 11-09-40sUser50 
8918,8918,hi 11-09-40sUser50
8919,8919,hey 11-09-40sUser15 :)
8920,8920,brb.. samn sunset in my eyes
8921,8921,bright blessings all
8922,8922,evening 11-09-40sUser18 :)
8923,8923,I learn so much in this room .. it's like national Geographic and Dr Phil all rolled into one
8924,8924,I'm ok 11-09-40sUser48......thank you and you????
8925,8925,ok nuff religion lol
8926,8926,Hi 11-09-40sUser50
8927,8927,petunias and rosepedals
8928,8928,evening 11-09-40sUser50 :)
8929,8929,lol 11-09-40sUser30
8930,8930,PART
8931,8931,"I'm ok, thanks, sweetie  :)"
8932,8932,11-09-40sUser30  and ... Dr. Ruth 
8933,8933,brb
8934,8934,LOL 11-09-40sUser30
8935,8935,good to hear 11-09-40sUser48 :-) 
8936,8936,".ACTION is out like a republican congressman, see ya later."
8937,8937,Hi 11-09-40sUser48  !
8938,8938,dr phil on meds maybe
8939,8939,PART
8940,8940,JOIN
8941,8941,Hi there 11-09-40sUser7
8942,8942,ltr 11-09-40sUser8
8943,8943,Hi 11-09-40sUser51  
8944,8944,ok..im back
8945,8945,11-09-40sUser51
8946,8946,JOIN
8947,8947,:11-09-40sUser52!11-09-40sUser52@11-09-40sUser52 MODE #40sPlus +o 11-09-40sUser52
8948,8948,11-09-40sUser52
8949,8949,wb 11-09-40sUser18
8950,8950,wb 11-09-40sUser18
8951,8951,11-09-40sUser52
8952,8952,:11-09-40sUser52!11-09-40sUser52@11-09-40sUser52 MODE #40sPlus -o 11-09-40sUser52
8953,8953,Hi 11-09-40sUser52 
8954,8954,hey 11-09-40sUser19
8955,8955,Hi ho 11-09-40sUser52
8956,8956,PART
8957,8957,hi 11-09-40sUser7
8958,8958,see ya 11-09-40sUser8
8959,8959,hi 11-09-40sUser7
8960,8960,bye 11-09-40sUser8
8961,8961,Hi 11-09-40sUser51
8962,8962,"hey 11-09-40sUser51, evening 11-09-40sUser27 :)"
8963,8963,hey 11-09-40sUser48
8964,8964,hows the camel
8965,8965,"hi 11-09-40sUser51 ,, 11-09-40sUser52 hi"
8966,8966,11-09-40sUser52 11-09-40sUser52
8967,8967,evening 11-09-40sUser52 :)
8968,8968,wb 11-09-40sUser47
8969,8969,PART
8970,8970,"ty 11-09-40sUser34, 11-09-40sUser48.. evening senor 11-09-40sUser52"
8971,8971,hey 11-09-40sUser15
8972,8972,hi 11-09-40sUser52
8973,8973,lil 11-09-40sUser19 
8974,8974,hi everone
8975,8975,hey 11-09-40sUser47
8976,8976,hiya 11-09-40sUser34
8977,8977,hi 11-09-40sUser52
8978,8978,PART
8979,8979,hi 11-09-40sUser22
8980,8980,hi 11-09-40sUser47
8981,8981,11-09-40sUser18 hiya
8982,8982,he must be stick and tired ;)
8983,8983,hi 11-09-40sUser49 how are you?
8984,8984,hiya 11-09-40sUser49
8985,8985,"Not so many O's, 11-09-40sUser34.....looks like an open mouth and that scares me with 11-09-40sUser52 around"
8986,8986,"doin good, 11-09-40sUser47 ... how are you dear?"
8987,8987,"sounds kinky, 11-09-40sUser49"
8988,8988,rofl 11-09-40sUser48!!!!
8989,8989,PART
8990,8990,;) 11-09-40sUser18!!!
8991,8991,lol 11-09-40sUser48
8992,8992,giggles
8993,8993,"Oh, sorry, 11-09-40sUser52...didn't see ya"
8994,8994,doing great here 11-09-40sUser49
8995,8995,lol
8996,8996,lol
8997,8997,oh man its chilly today...
8998,8998,:) super
8999,8999,hows things holdin up 11-09-40sUser52?
9000,9000,was bout 80 here 11-09-40sUser52
9001,9001,"lol 11-09-40sUser19 nothing holds ""up"" here..."
9002,9002,"I can see that, 11-09-40sUser52....and I won't tell ya how I can tell"
9003,9003,chilly?  its one of our loveliest days in ages here in MD
